INFO | Test - WorstChannelByMAE: ch=5 mae=0.341261 (n=500)
INFO | Train - Loss (last batch): 0.00344
INFO | Val - Loss, MSE, MAE: 0.00794, 0.00794, 0.05653
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 016, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00509
INFO | Val - Loss, MSE, MAE: 0.00692, 0.00692, 0.05191
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 017, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00374
INFO | Val - Loss, MSE, MAE: 0.00855, 0.00855, 0.05926
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 018, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00389
INFO | Val - Loss, MSE, MAE: 0.00864, 0.00864, 0.06022
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 019, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00357
INFO | Val - Loss, MSE, MAE: 0.00798, 0.00798, 0.05751
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 020, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00461
INFO | Val - Loss, MSE, MAE: 0.00813, 0.00813, 0.05871
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 021, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00398
INFO | Val - Loss, MSE, MAE: 0.00761, 0.00761, 0.05476
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 022, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00386
INFO | Val - Loss, MSE, MAE: 0.00844, 0.00844, 0.06005
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 023, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00364
INFO | Val - Loss, MSE, MAE: 0.00822, 0.00822, 0.05903
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 024, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00347
INFO | Val - Loss, MSE, MAE: 0.00826, 0.00826, 0.05940
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 025, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00446
INFO | Val - Loss, MSE, MAE: 0.00767, 0.00767, 0.05603
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 026, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00441
INFO | Val - Loss, MSE, MAE: 0.00800, 0.00800, 0.05896
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 027, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00428
INFO | Val - Loss, MSE, MAE: 0.00770, 0.00770, 0.05665
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 028, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00328
INFO | Val - Loss, MSE, MAE: 0.00841, 0.00841, 0.06092
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 029, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00430
INFO | Val - Loss, MSE, MAE: 0.00828, 0.00828, 0.06031
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 030, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00371
INFO | Val - Loss, MSE, MAE: 0.00873, 0.00873, 0.06198
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 031, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00334
INFO | Val - Loss, MSE, MAE: 0.00868, 0.00868, 0.06159
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 032, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00418
INFO | Val - Loss, MSE, MAE: 0.00730, 0.00730, 0.05468
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 033, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00474
INFO | Val - Loss, MSE, MAE: 0.00811, 0.00811, 0.05976
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
INFO | - Epoch 034, ExpID 89374 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00363
INFO | Val - Loss, MSE, MAE: 0.00809, 0.00809, 0.05914
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00584, 0.00584, 0.04516
INFO | Test - Points (EXACT): total_masked=424439 correct=96884 right_rate=22.8264%
