INFO | Test - WorstChannelByMAE: ch=11 mae=0.341475 (n=22)
INFO | Train - Loss (last batch): 0.00341
INFO | Val - Loss, MSE, MAE: 0.00427, 0.00427, 0.03726
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.00464, 0.00464, 0.03720
INFO | Test - Points (EXACT): total_masked=424439 correct=128809 right_rate=30.3481%
INFO | - Epoch 007, ExpID 60048 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.00398
INFO | Val - Loss, MSE, MAE: 0.00428, 0.00428, 0.03789
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.00464, 0.00464, 0.03720
INFO | Test - Points (EXACT): total_masked=424439 correct=128809 right_rate=30.3481%
INFO | - Epoch 008, ExpID 60048 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.00434
INFO | Val - Loss, MSE, MAE: 0.00439, 0.00439, 0.03829
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.00464, 0.00464, 0.03720
INFO | Test - Points (EXACT): total_masked=424439 correct=128809 right_rate=30.3481%
INFO | - Epoch 009, ExpID 60048 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.00401
INFO | Val - Loss, MSE, MAE: 0.00430, 0.00430, 0.03767
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.00464, 0.00464, 0.03720
INFO | Test - Points (EXACT): total_masked=424439 correct=128809 right_rate=30.3481%
INFO | - Epoch 010, ExpID 60048 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.00399
INFO | Val - Loss, MSE, MAE: 0.00431, 0.00431, 0.03745
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.00464, 0.00464, 0.03720
INFO | Test - Points (EXACT): total_masked=424439 correct=128809 right_rate=30.3481%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.135216 (n=70)
INFO | - Epoch 011, ExpID 60048 best_epoch=11 improved=1
INFO | Train - Loss (last batch): 0.00409
INFO | Val - Loss, MSE, MAE: 0.00419, 0.00419, 0.03662
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.00453, 0.00453, 0.03654
INFO | Test - Points (EXACT): total_masked=424439 correct=126078 right_rate=29.7046%
INFO | - Epoch 012, ExpID 60048 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.00355
INFO | Val - Loss, MSE, MAE: 0.00429, 0.00429, 0.03813
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.00453, 0.00453, 0.03654
INFO | Test - Points (EXACT): total_masked=424439 correct=126078 right_rate=29.7046%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.142781 (n=70)
INFO | - Epoch 013, ExpID 60048 best_epoch=13 improved=1
INFO | Train - Loss (last batch): 0.00415
INFO | Val - Loss, MSE, MAE: 0.00417, 0.00417, 0.03673
INFO | Test - Best epoch, Loss, MSE, MAE: 13, 0.00453, 0.00453, 0.03672
INFO | Test - Points (EXACT): total_masked=424439 correct=131131 right_rate=30.8951%
INFO | - Epoch 014, ExpID 60048 best_epoch=13 improved=0
INFO | Train - Loss (last batch): 0.00411
INFO | Val - Loss, MSE, MAE: 0.00433, 0.00433, 0.03891
INFO | Test - Best epoch, Loss, MSE, MAE: 13, 0.00453, 0.00453, 0.03672
INFO | Test - Points (EXACT): total_masked=424439 correct=131131 right_rate=30.8951%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.143819 (n=70)
INFO | - Epoch 015, ExpID 60048 best_epoch=15 improved=1
INFO | Train - Loss (last batch): 0.00524
INFO | Val - Loss, MSE, MAE: 0.00415, 0.00415, 0.03617
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00451, 0.00451, 0.03620
INFO | Test - Points (EXACT): total_masked=424439 correct=133718 right_rate=31.5046%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.131735 (n=70)
INFO | - Epoch 016, ExpID 60048 best_epoch=16 improved=1
INFO | Train - Loss (last batch): 0.00348
INFO | Val - Loss, MSE, MAE: 0.00413, 0.00413, 0.03657
INFO | Test - Best epoch, Loss, MSE, MAE: 16, 0.00447, 0.00447, 0.03651
INFO | Test - Points (EXACT): total_masked=424439 correct=131896 right_rate=31.0754%
INFO | - Epoch 017, ExpID 60048 best_epoch=16 improved=0
INFO | Train - Loss (last batch): 0.00502
INFO | Val - Loss, MSE, MAE: 0.00415, 0.00415, 0.03652
INFO | Test - Best epoch, Loss, MSE, MAE: 16, 0.00447, 0.00447, 0.03651
INFO | Test - Points (EXACT): total_masked=424439 correct=131896 right_rate=31.0754%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.136631 (n=70)
INFO | - Epoch 018, ExpID 60048 best_epoch=18 improved=1
INFO | Train - Loss (last batch): 0.00414
INFO | Val - Loss, MSE, MAE: 0.00409, 0.00409, 0.03620
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00444, 0.00444, 0.03616
INFO | Test - Points (EXACT): total_masked=424439 correct=134093 right_rate=31.5930%
INFO | - Epoch 019, ExpID 60048 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00339
INFO | Val - Loss, MSE, MAE: 0.00418, 0.00418, 0.03760
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00444, 0.00444, 0.03616
INFO | Test - Points (EXACT): total_masked=424439 correct=134093 right_rate=31.5930%
INFO | - Epoch 020, ExpID 60048 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00438
INFO | Val - Loss, MSE, MAE: 0.00412, 0.00412, 0.03620
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00444, 0.00444, 0.03616
INFO | Test - Points (EXACT): total_masked=424439 correct=134093 right_rate=31.5930%
INFO | - Epoch 021, ExpID 60048 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00343
INFO | Val - Loss, MSE, MAE: 0.00412, 0.00412, 0.03596
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00444, 0.00444, 0.03616
INFO | Test - Points (EXACT): total_masked=424439 correct=134093 right_rate=31.5930%
INFO | - Epoch 022, ExpID 60048 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00378
INFO | Val - Loss, MSE, MAE: 0.00417, 0.00417, 0.03706
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00444, 0.00444, 0.03616
INFO | Test - Points (EXACT): total_masked=424439 correct=134093 right_rate=31.5930%
INFO | - Epoch 023, ExpID 60048 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00343
INFO | Val - Loss, MSE, MAE: 0.00415, 0.00415, 0.03783
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00444, 0.00444, 0.03616
INFO | Test - Points (EXACT): total_masked=424439 correct=134093 right_rate=31.5930%
INFO | - Epoch 024, ExpID 60048 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00370
INFO | Val - Loss, MSE, MAE: 0.00411, 0.00411, 0.03791
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00444, 0.00444, 0.03616
INFO | Test - Points (EXACT): total_masked=424439 correct=134093 right_rate=31.5930%
INFO | - Epoch 025, ExpID 60048 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00349
INFO | Val - Loss, MSE, MAE: 0.00413, 0.00413, 0.03681
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00444, 0.00444, 0.03616
INFO | Test - Points (EXACT): total_masked=424439 correct=134093 right_rate=31.5930%
INFO | - Epoch 026, ExpID 60048 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00372
INFO | Val - Loss, MSE, MAE: 0.00410, 0.00410, 0.03719
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00444, 0.00444, 0.03616
INFO | Test - Points (EXACT): total_masked=424439 correct=134093 right_rate=31.5930%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.112346 (n=17742)
INFO | - Epoch 027, ExpID 60048 best_epoch=27 improved=1
INFO | Train - Loss (last batch): 0.00328
INFO | Val - Loss, MSE, MAE: 0.00405, 0.00405, 0.03606
INFO | Test - Best epoch, Loss, MSE, MAE: 27, 0.00438, 0.00438, 0.03601
INFO | Test - Points (EXACT): total_masked=424439 correct=122163 right_rate=28.7822%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.122322 (n=70)
INFO | - Epoch 028, ExpID 60048 best_epoch=28 improved=1
INFO | Train - Loss (last batch): 0.00430
INFO | Val - Loss, MSE, MAE: 0.00402, 0.00402, 0.03536
INFO | Test - Best epoch, Loss, MSE, MAE: 28, 0.00433, 0.00433, 0.03525
INFO | Test - Points (EXACT): total_masked=424439 correct=138265 right_rate=32.5759%
INFO | - Epoch 029, ExpID 60048 best_epoch=28 improved=0
INFO | Train - Loss (last batch): 0.00436
INFO | Val - Loss, MSE, MAE: 0.00405, 0.00405, 0.03551
INFO | Test - Best epoch, Loss, MSE, MAE: 28, 0.00433, 0.00433, 0.03525
INFO | Test - Points (EXACT): total_masked=424439 correct=138265 right_rate=32.5759%
INFO | - Epoch 030, ExpID 60048 best_epoch=28 improved=0
INFO | Train - Loss (last batch): 0.00394
INFO | Val - Loss, MSE, MAE: 0.00405, 0.00405, 0.03577
INFO | Test - Best epoch, Loss, MSE, MAE: 28, 0.00433, 0.00433, 0.03525
INFO | Test - Points (EXACT): total_masked=424439 correct=138265 right_rate=32.5759%
INFO | - Epoch 031, ExpID 60048 best_epoch=28 improved=0
INFO | Train - Loss (last batch): 0.00384
INFO | Val - Loss, MSE, MAE: 0.00415, 0.00415, 0.03692
INFO | Test - Best epoch, Loss, MSE, MAE: 28, 0.00433, 0.00433, 0.03525
INFO | Test - Points (EXACT): total_masked=424439 correct=138265 right_rate=32.5759%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.132228 (n=70)
INFO | - Epoch 032, ExpID 60048 best_epoch=32 improved=1
INFO | Train - Loss (last batch): 0.00289
INFO | Val - Loss, MSE, MAE: 0.00399, 0.00399, 0.03559
INFO | Test - Best epoch, Loss, MSE, MAE: 32, 0.00433, 0.00433, 0.03560
INFO | Test - Points (EXACT): total_masked=424439 correct=123711 right_rate=29.1469%
INFO | - Epoch 033, ExpID 60048 best_epoch=32 improved=0
INFO | Train - Loss (last batch): 0.00482
INFO | Val - Loss, MSE, MAE: 0.00400, 0.00400, 0.03531
INFO | Test - Best epoch, Loss, MSE, MAE: 32, 0.00433, 0.00433, 0.03560
INFO | Test - Points (EXACT): total_masked=424439 correct=123711 right_rate=29.1469%
INFO | - Epoch 034, ExpID 60048 best_epoch=32 improved=0
INFO | Train - Loss (last batch): 0.00337
INFO | Val - Loss, MSE, MAE: 0.00408, 0.00408, 0.03640
INFO | Test - Best epoch, Loss, MSE, MAE: 32, 0.00433, 0.00433, 0.03560
INFO | Test - Points (EXACT): total_masked=424439 correct=123711 right_rate=29.1469%
INFO | - Epoch 035, ExpID 60048 best_epoch=32 improved=0
INFO | Train - Loss (last batch): 0.00433
INFO | Val - Loss, MSE, MAE: 0.00404, 0.00404, 0.03605
INFO | Test - Best epoch, Loss, MSE, MAE: 32, 0.00433, 0.00433, 0.03560
INFO | Test - Points (EXACT): total_masked=424439 correct=123711 right_rate=29.1469%
INFO | - Epoch 036, ExpID 60048 best_epoch=32 improved=0
INFO | Train - Loss (last batch): 0.00267
INFO | Val - Loss, MSE, MAE: 0.00402, 0.00402, 0.03533
INFO | Test - Best epoch, Loss, MSE, MAE: 32, 0.00433, 0.00433, 0.03560
INFO | Test - Points (EXACT): total_masked=424439 correct=123711 right_rate=29.1469%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.126877 (n=70)
INFO | - Epoch 037, ExpID 60048 best_epoch=37 improved=1
INFO | Train - Loss (last batch): 0.00400
INFO | Val - Loss, MSE, MAE: 0.00395, 0.00395, 0.03536
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 038, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00414
INFO | Val - Loss, MSE, MAE: 0.00401, 0.00401, 0.03526
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 039, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00454
INFO | Val - Loss, MSE, MAE: 0.00412, 0.00412, 0.03636
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 040, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00498
INFO | Val - Loss, MSE, MAE: 0.00397, 0.00397, 0.03550
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 041, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00347
INFO | Val - Loss, MSE, MAE: 0.00397, 0.00397, 0.03546
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 042, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00368
INFO | Val - Loss, MSE, MAE: 0.00406, 0.00406, 0.03576
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 043, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00447
INFO | Val - Loss, MSE, MAE: 0.00408, 0.00408, 0.03597
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 044, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00336
INFO | Val - Loss, MSE, MAE: 0.00411, 0.00411, 0.03675
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 045, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00384
INFO | Val - Loss, MSE, MAE: 0.00397, 0.00397, 0.03513
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 046, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00373
INFO | Val - Loss, MSE, MAE: 0.00402, 0.00402, 0.03626
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | - Epoch 047, ExpID 60048 best_epoch=37 improved=0
INFO | Train - Loss (last batch): 0.00311
INFO | Val - Loss, MSE, MAE: 0.00396, 0.00396, 0.03507
INFO | Test - Best epoch, Loss, MSE, MAE: 37, 0.00428, 0.00428, 0.03536
INFO | Test - Points (EXACT): total_masked=424439 correct=136814 right_rate=32.2341%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.137044 (n=70)
INFO | - Epoch 048, ExpID 60048 best_epoch=48 improved=1
INFO | Train - Loss (last batch): 0.00289
INFO | Val - Loss, MSE, MAE: 0.00393, 0.00393, 0.03498
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | - Epoch 049, ExpID 60048 best_epoch=48 improved=0
INFO | Train - Loss (last batch): 0.00471
INFO | Val - Loss, MSE, MAE: 0.00399, 0.00399, 0.03581
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | - Epoch 050, ExpID 60048 best_epoch=48 improved=0
INFO | Train - Loss (last batch): 0.00395
INFO | Val - Loss, MSE, MAE: 0.00395, 0.00395, 0.03503
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | - Epoch 051, ExpID 60048 best_epoch=48 improved=0
INFO | Train - Loss (last batch): 0.00402
INFO | Val - Loss, MSE, MAE: 0.00398, 0.00398, 0.03548
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | - Epoch 052, ExpID 60048 best_epoch=48 improved=0
INFO | Train - Loss (last batch): 0.00366
INFO | Val - Loss, MSE, MAE: 0.00395, 0.00395, 0.03494
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | - Epoch 053, ExpID 60048 best_epoch=48 improved=0
INFO | Train - Loss (last batch): 0.00288
INFO | Val - Loss, MSE, MAE: 0.00396, 0.00396, 0.03483
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | - Epoch 054, ExpID 60048 best_epoch=48 improved=0
INFO | Train - Loss (last batch): 0.00347
INFO | Val - Loss, MSE, MAE: 0.00394, 0.00394, 0.03491
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | - Epoch 055, ExpID 60048 best_epoch=48 improved=0
INFO | Train - Loss (last batch): 0.00293
INFO | Val - Loss, MSE, MAE: 0.00398, 0.00398, 0.03542
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | - Epoch 056, ExpID 60048 best_epoch=48 improved=0
INFO | Train - Loss (last batch): 0.00408
INFO | Val - Loss, MSE, MAE: 0.00401, 0.00401, 0.03479
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | - Epoch 057, ExpID 60048 best_epoch=48 improved=0
INFO | Train - Loss (last batch): 0.00329
INFO | Val - Loss, MSE, MAE: 0.00398, 0.00398, 0.03514
INFO | Test - Best epoch, Loss, MSE, MAE: 48, 0.00427, 0.00427, 0.03501
INFO | Test - Points (EXACT): total_masked=424439 correct=137237 right_rate=32.3337%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.126783 (n=70)
INFO | - Epoch 058, ExpID 60048 best_epoch=58 improved=1
INFO | Train - Loss (last batch): 0.00258
INFO | Val - Loss, MSE, MAE: 0.00393, 0.00393, 0.03457
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 059, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00439
INFO | Val - Loss, MSE, MAE: 0.00394, 0.00394, 0.03479
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 060, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00363
INFO | Val - Loss, MSE, MAE: 0.00396, 0.00396, 0.03494
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 061, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00559
INFO | Val - Loss, MSE, MAE: 0.00400, 0.00400, 0.03484
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 062, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00308
INFO | Val - Loss, MSE, MAE: 0.00394, 0.00394, 0.03451
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 063, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00309
INFO | Val - Loss, MSE, MAE: 0.00400, 0.00400, 0.03536
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 064, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00398
INFO | Val - Loss, MSE, MAE: 0.00396, 0.00396, 0.03487
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 065, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00272
INFO | Val - Loss, MSE, MAE: 0.00401, 0.00401, 0.03539
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 066, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00440
INFO | Val - Loss, MSE, MAE: 0.00394, 0.00394, 0.03450
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 067, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00276
INFO | Val - Loss, MSE, MAE: 0.00393, 0.00393, 0.03447
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 068, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00478
INFO | Val - Loss, MSE, MAE: 0.00396, 0.00396, 0.03481
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 069, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00314
INFO | Val - Loss, MSE, MAE: 0.00395, 0.00395, 0.03461
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 070, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00370
INFO | Val - Loss, MSE, MAE: 0.00395, 0.00395, 0.03437
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 071, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00375
INFO | Val - Loss, MSE, MAE: 0.00396, 0.00396, 0.03479
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 072, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00404
INFO | Val - Loss, MSE, MAE: 0.00395, 0.00395, 0.03468
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 073, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00299
INFO | Val - Loss, MSE, MAE: 0.00396, 0.00396, 0.03468
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
INFO | - Epoch 074, ExpID 60048 best_epoch=58 improved=0
INFO | Train - Loss (last batch): 0.00265
INFO | Val - Loss, MSE, MAE: 0.00394, 0.00394, 0.03439
INFO | Test - Best epoch, Loss, MSE, MAE: 58, 0.00425, 0.00425, 0.03454
INFO | Test - Points (EXACT): total_masked=424439 correct=141242 right_rate=33.2773%
