INFO | Test - WorstChannelByMAE: ch=3 mae=0.723928 (n=98294)
INFO | Test - WorstChannelByMAE: ch=0 mae=0.431345 (n=100619)
INFO | - Epoch 008, ExpID 31663 best_epoch=8 improved=1
INFO | Train - Loss (last batch): 0.57136
INFO | Val - Loss, MSE, MAE: 1.04515, 1.04515, 0.36073
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.57732, 0.57732, 0.32784
INFO | Test - Points (EXACT): total_masked=493218 correct=29570 right_rate=5.9953%
INFO | Test - WorstChannelByMAE: ch=0 mae=0.467545 (n=100619)
INFO | - Epoch 009, ExpID 31663 best_epoch=9 improved=1
INFO | Train - Loss (last batch): 0.46964
INFO | Val - Loss, MSE, MAE: 1.03894, 1.03894, 0.36456
INFO | Test - Best epoch, Loss, MSE, MAE: 9, 0.57383, 0.57383, 0.33290
INFO | Test - Points (EXACT): total_masked=493218 correct=26779 right_rate=5.4294%
INFO | - Epoch 010, ExpID 31663 best_epoch=9 improved=0
INFO | Train - Loss (last batch): 0.52309
INFO | Val - Loss, MSE, MAE: 1.04856, 1.04856, 0.36923
INFO | Test - Best epoch, Loss, MSE, MAE: 9, 0.57383, 0.57383, 0.33290
INFO | Test - Points (EXACT): total_masked=493218 correct=26779 right_rate=5.4294%
INFO | Test - WorstChannelByMAE: ch=0 mae=0.431673 (n=100619)
INFO | - Epoch 011, ExpID 31663 best_epoch=11 improved=1
INFO | Train - Loss (last batch): 0.46237
INFO | Val - Loss, MSE, MAE: 0.99401, 0.99401, 0.35291
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 012, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.48505
INFO | Val - Loss, MSE, MAE: 1.04024, 1.04024, 0.35543
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 013, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.45166
INFO | Val - Loss, MSE, MAE: 1.04601, 1.04601, 0.34455
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 014, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.45305
INFO | Val - Loss, MSE, MAE: 0.99615, 0.99615, 0.36015
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 015, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.49076
INFO | Val - Loss, MSE, MAE: 1.04875, 1.04875, 0.36674
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 016, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.57898
INFO | Val - Loss, MSE, MAE: 1.04643, 1.04643, 0.35403
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 017, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.51004
INFO | Val - Loss, MSE, MAE: 1.01763, 1.01763, 0.36252
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 018, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.50729
INFO | Val - Loss, MSE, MAE: 1.00623, 1.00623, 0.34696
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 019, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.49495
INFO | Val - Loss, MSE, MAE: 1.02407, 1.02407, 0.35222
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 020, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.46812
INFO | Val - Loss, MSE, MAE: 1.03463, 1.03463, 0.36200
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 021, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.51487
INFO | Val - Loss, MSE, MAE: 1.01747, 1.01747, 0.36192
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 022, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.52358
INFO | Val - Loss, MSE, MAE: 1.01709, 1.01709, 0.34741
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 023, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.61801
INFO | Val - Loss, MSE, MAE: 1.02412, 1.02412, 0.36006
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 024, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.41568
INFO | Val - Loss, MSE, MAE: 1.02537, 1.02537, 0.35277
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 025, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.48486
INFO | Val - Loss, MSE, MAE: 1.02627, 1.02627, 0.35641
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 026, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.45325
INFO | Val - Loss, MSE, MAE: 1.03311, 1.03311, 0.35391
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 027, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.39417
INFO | Val - Loss, MSE, MAE: 1.02814, 1.02814, 0.36543
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 028, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.48289
INFO | Val - Loss, MSE, MAE: 1.04653, 1.04653, 0.35144
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 029, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.50967
INFO | Val - Loss, MSE, MAE: 1.02433, 1.02433, 0.36189
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 030, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.45948
INFO | Val - Loss, MSE, MAE: 1.03756, 1.03756, 0.35892
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 031, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.49020
INFO | Val - Loss, MSE, MAE: 1.02909, 1.02909, 0.35465
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 032, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.40161
INFO | Val - Loss, MSE, MAE: 1.02645, 1.02645, 0.35312
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 033, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.45384
INFO | Val - Loss, MSE, MAE: 1.03193, 1.03193, 0.34965
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 034, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.48531
INFO | Val - Loss, MSE, MAE: 1.02610, 1.02610, 0.35690
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 035, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.40285
INFO | Val - Loss, MSE, MAE: 1.03115, 1.03115, 0.35151
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 036, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.55019
INFO | Val - Loss, MSE, MAE: 1.03392, 1.03392, 0.35530
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 037, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.46883
INFO | Val - Loss, MSE, MAE: 1.03424, 1.03424, 0.35137
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 038, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.41892
INFO | Val - Loss, MSE, MAE: 1.03488, 1.03488, 0.35574
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 039, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.47507
INFO | Val - Loss, MSE, MAE: 1.03992, 1.03992, 0.34777
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 040, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.53850
INFO | Val - Loss, MSE, MAE: 1.04024, 1.04024, 0.35389
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 041, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.42063
INFO | Val - Loss, MSE, MAE: 1.04006, 1.04006, 0.35082
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 042, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.35558
INFO | Val - Loss, MSE, MAE: 1.03538, 1.03538, 0.35556
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 043, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.40854
INFO | Val - Loss, MSE, MAE: 1.03817, 1.03817, 0.34975
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 044, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.42635
INFO | Val - Loss, MSE, MAE: 1.03274, 1.03274, 0.35633
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 045, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.40980
INFO | Val - Loss, MSE, MAE: 1.03959, 1.03959, 0.35614
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 046, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.40010
INFO | Val - Loss, MSE, MAE: 1.03669, 1.03669, 0.34790
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 047, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.53396
INFO | Val - Loss, MSE, MAE: 1.03547, 1.03547, 0.35066
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 048, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.44345
INFO | Val - Loss, MSE, MAE: 1.03217, 1.03217, 0.35450
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 049, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.49072
INFO | Val - Loss, MSE, MAE: 1.03750, 1.03750, 0.35655
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 050, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.42932
INFO | Val - Loss, MSE, MAE: 1.04207, 1.04207, 0.35088
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 051, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.43534
INFO | Val - Loss, MSE, MAE: 1.03916, 1.03916, 0.35022
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 052, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.38949
INFO | Val - Loss, MSE, MAE: 1.03872, 1.03872, 0.35085
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 053, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.39860
INFO | Val - Loss, MSE, MAE: 1.03763, 1.03763, 0.35324
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 054, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.47104
INFO | Val - Loss, MSE, MAE: 1.03897, 1.03897, 0.35480
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 055, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.50468
INFO | Val - Loss, MSE, MAE: 1.04095, 1.04095, 0.35463
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 056, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.45266
INFO | Val - Loss, MSE, MAE: 1.03816, 1.03816, 0.35254
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 057, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.54517
INFO | Val - Loss, MSE, MAE: 1.04152, 1.04152, 0.35749
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 058, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.45777
INFO | Val - Loss, MSE, MAE: 1.04181, 1.04181, 0.35670
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 059, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.37341
INFO | Val - Loss, MSE, MAE: 1.03760, 1.03760, 0.35501
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 060, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.38915
INFO | Val - Loss, MSE, MAE: 1.03952, 1.03952, 0.35261
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
INFO | - Epoch 061, ExpID 31663 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.41637
INFO | Val - Loss, MSE, MAE: 1.03919, 1.03919, 0.35248
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.56672, 0.56672, 0.32129
INFO | Test - Points (EXACT): total_masked=493218 correct=30960 right_rate=6.2771%
